event_id,timestamp,region,state,plant_id,generation_type,plant_capacity_mw,scheduled_mw,actual_mw,curtailed_mw,deviation_mw,dispatcher_remark,true_cause_label,is_synthetic,source_document_id,predicted_cause,confidence_score,pipeline_status,validation_status
EVT-2026-1191,2026-07-23 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,224.0,171.4,52.6,52.6,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260723-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1192,2026-07-12 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,274.7,178.3,96.4,96.4,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260712-AN,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1193,2026-08-01 13:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,788.2,480.2,308.0,308.0,Line loading exceeded thermal capacity limit at Kurnool,Transmission Constraint,True,DOC-20260801-RA,Transmission Constraint,0.891,classified,confirmed
EVT-2026-1194,2026-06-03 10:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,360.0,277.6,82.4,82.4,Reactive power compensation constraint at Rewa grid,Grid Security,True,DOC-20260603-KA,Grid Security,0.863,classified,confirmed
EVT-2026-1195,2026-07-15 05:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,195.4,159.1,36.3,36.3,Over-frequency condition (50.09 Hz) detected across regional grid,High Frequency,True,DOC-20260715-GU,High Frequency,0.893,classified,confirmed
EVT-2026-1196,2026-07-23 12:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,317.0,223.8,93.2,93.2,Commercial backing down order from state DISCOM (Gurowvnl),Commercial / Discom Request,True,DOC-20260723-TA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1197,2026-06-20 12:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,326.4,297.7,28.7,28.7,Line loading exceeded thermal capacity limit at Kurnool,Transmission Constraint,True,DOC-20260620-GU,Transmission Constraint,0.891,classified,confirmed
EVT-2026-1198,2026-07-22 15:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,208.5,173.9,34.6,34.6,Over-frequency condition (50.06 Hz) detected across regional grid,High Frequency,True,DOC-20260722-TA,High Frequency,0.871,classified,confirmed
EVT-2026-1199,2026-06-09 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,355.3,338.6,16.7,16.7,Emergency backing down to prevent grid failure at Tuticorin,Grid Security,True,DOC-20260609-AN,Grid Security,0.862,classified,confirmed
EVT-2026-1200,2026-07-08 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,351.6,237.5,114.1,114.1,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260708-MA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1201,2026-07-06 20:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,375.1,354.1,21.0,21.0,Substation maintenance work scheduled at Khavda,Maintenance / Outage,True,DOC-20260706-GU,Maintenance / Outage,0.851,classified,confirmed
EVT-2026-1202,2026-06-27 09:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,286.1,261.3,24.8,24.8,Transmission line constraint at Pavagada 400kV corridor,Transmission Constraint,True,DOC-20260627-GU,Transmission Constraint,0.844,classified,confirmed
EVT-2026-1203,2026-06-13 15:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,274.7,233.7,41.0,41.0,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260613-TA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1204,2026-06-29 11:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,313.8,219.9,93.9,93.9,Commercial backing down order from state DISCOM (Bescom),Commercial / Discom Request,True,DOC-20260629-AN,Commercial / Discom Request,0.854,classified,confirmed
EVT-2026-1205,2026-08-16 12:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,215.1,154.9,60.2,57.8,Transmission congestion on Kayathar to Kurnool 765kV line,Transmission Constraint,True,DOC-20260816-TA,Transmission Constraint,0.87,classified,confirmed
EVT-2026-1206,2026-07-03 18:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,424.6,320.9,103.7,118.3,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260703-MA,Commercial / Discom Request,0.882,classified,mismatch
EVT-2026-1207,2026-06-18 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,441.7,265.9,175.8,175.8,System security constraint enforced by NRLDC dispatcher,Grid Security,True,DOC-20260618-RA,Grid Security,0.888,classified,confirmed
EVT-2026-1208,2026-08-03 09:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,354.6,334.7,19.9,26.0,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260803-GU,Commercial / Discom Request,0.917,classified,mismatch
EVT-2026-1209,2026-07-15 05:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,264.4,245.6,18.8,18.8,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260715-GU,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1210,2026-07-19 15:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,185.8,114.4,71.4,71.4,"Frequency higher than statutory limit (50.13 Hz), RE reduction mandated",High Frequency,True,DOC-20260719-AN,High Frequency,0.894,classified,confirmed
EVT-2026-1211,2026-06-27 10:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,162.4,132.9,29.5,29.5,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260627-GU,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1212,2026-08-09 13:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,267.3,215.3,52.0,52.0,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260809-AN,High Frequency,0.892,classified,confirmed
EVT-2026-1213,2026-06-26 09:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,307.1,287.2,19.9,19.9,Over-frequency condition (50.11 Hz) detected across regional grid,High Frequency,True,DOC-20260626-GU,High Frequency,0.849,classified,confirmed
EVT-2026-1214,2026-06-03 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,345.4,212.8,132.6,132.6,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260603-MA,High Frequency,0.892,classified,confirmed
EVT-2026-1215,2026-07-20 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,328.1,278.5,49.6,49.6,Transmission line constraint at Kurnool 400kV corridor,Transmission Constraint,True,DOC-20260720-KA,Transmission Constraint,0.853,classified,confirmed
EVT-2026-1216,2026-07-10 05:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,218.1,143.9,74.2,74.2,Reactive power compensation constraint at Khavda grid,Grid Security,True,DOC-20260710-TA,Grid Security,0.871,classified,confirmed
EVT-2026-1217,2026-08-04 06:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,267.3,239.8,27.5,27.5,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260804-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1218,2026-07-30 15:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,304.6,245.8,58.8,58.8,"Frequency higher than statutory limit (50.15 Hz), RE reduction mandated",High Frequency,True,DOC-20260730-MA,High Frequency,0.87,classified,confirmed
EVT-2026-1219,2026-07-03 07:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,278.8,173.4,105.4,105.4,Commercial backing down order from state DISCOM (Javvnl),Commercial / Discom Request,True,DOC-20260703-MA,Commercial / Discom Request,0.882,classified,confirmed
EVT-2026-1220,2026-06-16 16:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,294.7,250.3,44.4,35.9,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260616-KA,Maintenance / Outage,0.91,classified,mismatch
EVT-2026-1221,2026-08-01 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,287.8,226.8,61.0,61.0,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260801-MA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1222,2026-07-31 07:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,765.9,738.8,27.1,27.1,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260731-RA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1223,2026-08-11 16:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,309.2,213.1,96.1,96.1,"High frequency in grid (50.08 Hz), backing down instructed by ERLDC",High Frequency,True,DOC-20260811-TA,High Frequency,0.89,classified,confirmed
EVT-2026-1224,2026-08-06 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,189.1,149.7,39.4,39.4,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260806-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1225,2026-06-30 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,362.9,252.5,110.4,110.4,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260630-AN,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1226,2026-07-05 18:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,544.2,442.2,102.0,102.0,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260705-RA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1227,2026-06-04 18:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,282.7,227.8,54.9,54.9,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260604-AN,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1228,2026-06-07 04:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,325.4,289.1,36.3,36.3,Over-frequency condition (50.14 Hz) detected across regional grid,High Frequency,True,DOC-20260607-TA,High Frequency,0.873,classified,confirmed
EVT-2026-1229,2026-08-15 02:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,199.0,140.9,58.1,53.5,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260815-TA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1230,2026-07-08 07:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,277.5,176.8,100.7,100.7,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260708-TA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1231,2026-07-11 17:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,292.3,259.4,32.9,32.9,Over-frequency condition (50.13 Hz) detected across regional grid,High Frequency,True,DOC-20260711-GU,High Frequency,0.884,classified,confirmed
EVT-2026-1232,2026-08-19 12:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,814.2,701.6,112.6,112.6,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260819-RA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1233,2026-06-04 06:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,360.4,304.0,56.4,56.4,Transmission congestion on Bhadla to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260604-TA,Transmission Constraint,0.859,classified,confirmed
EVT-2026-1234,2026-06-20 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,230.1,161.8,68.3,68.3,Over-frequency condition (50.08 Hz) detected across regional grid,High Frequency,True,DOC-20260620-AN,High Frequency,0.896,classified,confirmed
EVT-2026-1235,2026-07-01 11:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,252.9,219.9,33.0,33.0,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260701-TA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1236,2026-06-29 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,466.8,322.5,144.3,144.3,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260629-KA,Commercial / Discom Request,0.911,classified,confirmed
EVT-2026-1237,2026-08-08 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,283.8,192.8,91.0,90.8,Commercial backing down order from state DISCOM (Bescom),Commercial / Discom Request,True,DOC-20260808-MA,Commercial / Discom Request,0.854,classified,confirmed
EVT-2026-1238,2026-06-26 17:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,252.6,225.9,26.7,16.3,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260626-TA,Commercial / Discom Request,0.911,classified,mismatch
EVT-2026-1239,2026-06-05 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,246.4,164.8,81.6,81.6,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260605-AN,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1240,2026-08-03 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,751.6,553.2,198.4,198.4,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260803-RA,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1241,2026-08-16 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,297.9,250.7,47.2,47.2,Reactive power compensation constraint at Muppandal grid,Grid Security,True,DOC-20260816-KA,Grid Security,0.867,classified,confirmed
EVT-2026-1242,2026-07-11 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,333.6,233.0,100.6,91.6,Over-frequency condition (50.09 Hz) detected across regional grid,High Frequency,True,DOC-20260711-AN,High Frequency,0.893,classified,mismatch
EVT-2026-1243,2026-06-16 12:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,236.0,186.3,49.7,49.7,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260616-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1244,2026-07-24 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,922.4,579.1,343.3,302.8,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260724-RA,Commercial / Discom Request,0.898,classified,mismatch
EVT-2026-1245,2026-08-01 17:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,323.0,247.4,75.6,75.6,System security constraint enforced by WRLDC dispatcher,Grid Security,True,DOC-20260801-MA,Grid Security,0.853,classified,confirmed
EVT-2026-1246,2026-06-28 13:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,452.2,422.8,29.4,29.4,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260628-TA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1247,2026-06-17 06:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,798.0,528.1,269.9,269.9,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260617-RA,Grid Security,0.885,classified,confirmed
EVT-2026-1248,2026-06-15 16:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,211.6,161.8,49.8,49.8,Reactive power compensation constraint at Bhadla grid,Grid Security,True,DOC-20260615-AN,Grid Security,0.881,classified,confirmed
EVT-2026-1249,2026-06-30 03:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,247.7,172.7,75.0,96.6,Substation maintenance work scheduled at Tuticorin,Maintenance / Outage,True,DOC-20260630-GU,Maintenance / Outage,0.869,classified,mismatch
EVT-2026-1250,2026-06-21 10:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,850.5,815.5,35.0,35.0,System security constraint enforced by ERLDC dispatcher,Grid Security,True,DOC-20260621-RA,Grid Security,0.877,classified,confirmed
EVT-2026-1251,2026-08-16 10:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,266.8,242.1,24.7,24.7,Economic dispatch instruction from SLDC control room,Commercial / Discom Request,True,DOC-20260816-TA,Commercial / Discom Request,0.898,classified,confirmed
EVT-2026-1252,2026-06-05 07:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,182.6,156.2,26.4,26.4,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260605-AN,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1253,2026-07-20 11:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,243.1,226.8,16.3,16.3,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260720-KA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1254,2026-07-11 05:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,285.5,251.1,34.4,34.4,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260711-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1255,2026-06-08 14:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,362.8,276.3,86.5,86.5,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260608-KA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1256,2026-08-19 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,440.6,322.0,118.6,118.6,System security constraint enforced by WRLDC dispatcher,Grid Security,True,DOC-20260819-MA,Grid Security,0.853,classified,confirmed
EVT-2026-1257,2026-08-07 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,210.0,168.4,41.6,41.6,Bay maintenance shutdown at Kayathar RE pooling station,Maintenance / Outage,True,DOC-20260807-TA,Maintenance / Outage,0.855,classified,confirmed
EVT-2026-1258,2026-06-01 18:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,247.9,211.1,36.8,36.8,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260601-MA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1259,2026-08-09 14:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,187.8,126.1,61.7,61.7,Line loading exceeded thermal capacity limit at Tuticorin,Transmission Constraint,True,DOC-20260809-GU,Transmission Constraint,0.884,classified,confirmed
EVT-2026-1260,2026-07-25 06:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,338.4,313.2,25.2,27.9,Transformer maintenance outage at evacuation yard,Maintenance / Outage,True,DOC-20260725-KA,Maintenance / Outage,0.873,classified,confirmed
EVT-2026-1261,2026-07-29 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,262.8,210.2,52.6,52.6,Substation maintenance work scheduled at Kayathar,Maintenance / Outage,True,DOC-20260729-TA,Maintenance / Outage,0.848,classified,confirmed
EVT-2026-1262,2026-08-14 16:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,209.3,168.9,40.4,40.4,Frequency control directive: reduce generation immediately,High Frequency,True,DOC-20260814-MA,High Frequency,0.892,classified,confirmed
EVT-2026-1263,2026-07-14 15:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,471.9,299.5,172.4,172.4,Bay maintenance shutdown at Pavagada RE pooling station,Maintenance / Outage,True,DOC-20260714-KA,Maintenance / Outage,0.872,classified,confirmed
EVT-2026-1264,2026-06-10 16:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,381.4,243.1,138.3,186.6,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260610-TA,Commercial / Discom Request,0.911,classified,mismatch
EVT-2026-1265,2026-07-22 16:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,272.4,247.8,24.6,24.6,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260722-TA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1266,2026-06-11 16:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,922.8,591.4,331.4,331.4,"System frequency surge (50.1 Hz), active power curtailment executed",High Frequency,True,DOC-20260611-RA,High Frequency,0.904,classified,confirmed
EVT-2026-1267,2026-06-22 14:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,413.6,256.1,157.5,157.5,Reactive power compensation constraint at Bhadla grid,Grid Security,True,DOC-20260622-AN,Grid Security,0.881,classified,confirmed
EVT-2026-1268,2026-08-15 02:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,245.7,191.9,53.8,53.8,DISCOM commercial request due to low demand period,Commercial / Discom Request,True,DOC-20260815-TA,Commercial / Discom Request,0.917,classified,confirmed
EVT-2026-1269,2026-07-17 08:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,310.9,200.0,110.9,110.9,Reactive power compensation constraint at Bhuj grid,Grid Security,True,DOC-20260717-AN,Grid Security,0.823,classified,confirmed
EVT-2026-1270,2026-07-05 09:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,152.6,95.2,57.4,57.4,Bay maintenance shutdown at Tuticorin RE pooling station,Maintenance / Outage,True,DOC-20260705-TA,Maintenance / Outage,0.894,classified,confirmed
EVT-2026-1271,2026-08-08 14:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,444.4,367.7,76.7,75.9,System security constraint enforced by WRLDC dispatcher,Grid Security,True,DOC-20260808-MA,Grid Security,0.853,classified,confirmed
EVT-2026-1272,2026-07-12 09:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,470.4,293.7,176.7,176.7,Emergency backing down to prevent grid failure at Tuticorin,Grid Security,True,DOC-20260712-TA,Grid Security,0.862,classified,confirmed
EVT-2026-1273,2026-07-06 12:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,832.1,656.1,176.0,176.0,Power surrender by buying utility due to off-peak tariff,Commercial / Discom Request,True,DOC-20260706-RA,Commercial / Discom Request,0.881,classified,confirmed
EVT-2026-1274,2026-06-01 18:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,205.6,162.0,43.6,43.6,"System frequency surge (50.14 Hz), active power curtailment executed",High Frequency,True,DOC-20260601-TA,High Frequency,0.893,classified,confirmed
EVT-2026-1275,2026-07-03 15:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,364.8,308.1,56.7,56.7,"System frequency surge (50.05 Hz), active power curtailment executed",High Frequency,True,DOC-20260703-TA,High Frequency,0.892,classified,confirmed
EVT-2026-1276,2026-06-13 18:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,357.7,342.4,15.3,15.3,Transmission line constraint at Bhadla 400kV corridor,Transmission Constraint,True,DOC-20260613-KA,Transmission Constraint,0.84,classified,confirmed
EVT-2026-1277,2026-06-07 10:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,387.0,268.1,118.9,118.9,Transmission congestion on Tuticorin to Bhadla 765kV line,Transmission Constraint,True,DOC-20260607-MA,Transmission Constraint,0.84,classified,confirmed
EVT-2026-1278,2026-06-15 09:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,203.6,151.5,52.1,52.1,Grid security alert: voltage instability detected at Kurnool,Grid Security,True,DOC-20260615-MA,Grid Security,0.875,classified,confirmed
EVT-2026-1279,2026-07-21 12:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,367.5,275.0,92.5,92.5,Bay maintenance shutdown at Bhuj RE pooling station,Maintenance / Outage,True,DOC-20260721-MA,Maintenance / Outage,0.892,classified,confirmed
EVT-2026-1280,2026-07-03 11:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,383.1,362.0,21.1,21.1,Grid security alert: voltage instability detected at Khavda,Grid Security,True,DOC-20260703-TA,Grid Security,0.868,classified,confirmed
EVT-2026-1281,2026-08-16 06:00:00,Southern Region,Tamil Nadu,TN_SOLAR_01,Solar,500,466.1,352.1,114.0,114.0,Over-generation mitigation required for grid stability,Grid Security,True,DOC-20260816-TA,Grid Security,0.885,classified,confirmed
EVT-2026-1282,2026-07-16 16:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,553.6,388.2,165.4,165.4,"Inter-regional corridor bottleneck, backing down required",Transmission Constraint,True,DOC-20260716-KA,Transmission Constraint,0.901,classified,confirmed
EVT-2026-1283,2026-06-28 14:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,292.9,211.1,81.8,81.8,"System frequency surge (50.13 Hz), active power curtailment executed",High Frequency,True,DOC-20260628-TA,High Frequency,0.901,classified,confirmed
EVT-2026-1284,2026-06-19 22:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,283.5,175.2,108.3,124.5,N-1 contingency constraint triggered on evacuation line,Transmission Constraint,True,DOC-20260619-GU,Transmission Constraint,0.897,classified,mismatch
EVT-2026-1285,2026-08-04 10:00:00,Southern Region,Andhra Pradesh,AP_SOLAR_02,Solar,450,226.2,188.7,37.5,37.5,Reactive power compensation constraint at Kayathar grid,Grid Security,True,DOC-20260804-AN,Grid Security,0.844,classified,confirmed
EVT-2026-1286,2026-06-13 14:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,929.3,607.0,322.3,322.3,"High frequency in grid (50.15 Hz), backing down instructed by SRLDC",High Frequency,True,DOC-20260613-RA,High Frequency,0.819,classified,confirmed
EVT-2026-1287,2026-07-19 22:00:00,Western Region,Gujarat,GJ_WIND_01,Wind,400,326.7,294.5,32.2,22.8,"System frequency surge (50.09 Hz), active power curtailment executed",High Frequency,True,DOC-20260719-GU,High Frequency,0.908,classified,mismatch
EVT-2026-1288,2026-07-06 21:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,297.4,197.5,99.9,99.9,Planned line clearance for grid upgrade work,Maintenance / Outage,True,DOC-20260706-TA,Maintenance / Outage,0.91,classified,confirmed
EVT-2026-1289,2026-07-19 13:00:00,Southern Region,Karnataka,KA_SOLAR_01,Solar,600,399.4,243.8,155.6,155.6,Protection relay testing shutdown at pooling station,Maintenance / Outage,True,DOC-20260719-KA,Maintenance / Outage,0.891,classified,confirmed
EVT-2026-1290,2026-07-16 07:00:00,Southern Region,Tamil Nadu,TN_WIND_02,Wind,350,195.7,153.2,42.5,42.5,Transmission line constraint at Tuticorin 400kV corridor,Transmission Constraint,True,DOC-20260716-TA,Transmission Constraint,0.861,classified,confirmed
EVT-2026-1291,2026-06-05 17:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,732.2,548.6,183.6,183.6,Substation maintenance work scheduled at Muppandal,Maintenance / Outage,True,DOC-20260605-RA,Maintenance / Outage,0.854,classified,confirmed
EVT-2026-1292,2026-06-12 11:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,470.4,383.0,87.4,83.1,Transmission congestion on Kurnool to Tuticorin 765kV line,Transmission Constraint,True,DOC-20260612-MA,Transmission Constraint,0.843,classified,confirmed
EVT-2026-1293,2026-08-12 11:00:00,Western Region,Rajasthan,RJ_SOLAR_01,Solar,1000,863.3,523.2,340.1,340.1,Bay maintenance shutdown at Muppandal RE pooling station,Maintenance / Outage,True,DOC-20260812-RA,Maintenance / Outage,0.893,classified,confirmed
EVT-2026-1294,2026-07-29 13:00:00,Western Region,Madhya Pradesh,MP_SOLAR_01,Solar,500,286.0,258.1,27.9,27.9,Low demand period discom backing down request,Commercial / Discom Request,True,DOC-20260729-MA,Commercial / Discom Request,0.911,classified,confirmed
